device,first_payment_amount,age,city,number_of_cards,payments_initiated,payments_failed,payments_completed,payments_completed_amount_first_7days,reward_purchase_count_first_7days,coins_redeemed_first_7days,is_referral,visits_feature_1,visits_feature_2,given_permission_1,given_permission_2,user_id,is_churned
xiaomi,11,30,Muzaffarpur,1,1,0,1,11,1,3,FALSE,,,1,1,148960,0
apple,11,30,Chennai,5,3,2,1,11,0,0,FALSE,0,0,1,1,168609,0
vivo,12,30,Kochi,1,1,0,1,12,1,3,FALSE,0,0,1,1,438081,0
oneplus,12,30,Secunderabad,0,1,0,1,12,1,3,FALSE,1,0,1,1,254015,0
oneplus,12,30,Bangalore,8,5,1,4,53,,0,TRUE,0,0,1,0,493347,0
oneplus,12,30,Pune,4,1,0,1,12,1,3,FALSE,0,0,1,1,488969,0
oppo,12,30,Rajkot,2,1,0,1,12,1,3,FALSE,0,1,1,1,38024,0
samsung,12,30,Hyderabad,1,3,0,1,12,1,3,FALSE,3,0,1,1,20069,0
lge,12,30,Chennai,5,8,0,5,303,3,10,TRUE,1,0,1,0,424553,0
apple,12,30,Rohtak,1,1,0,1,12,1,3,FALSE,0,0,0,0,308169,0
samsung,12,30,Bhopal,0,2,0,2,26,2,7,TRUE,1,0,1,0,35750,0
oppo,12,30,,0,1,0,1,12,1,3,TRUE,0,0,1,1,459964,0
oppo,12,30,Surat,2,3,1,2,14,1,3,FALSE,0,0,1,1,337801,0
oneplus,12,30,Bangalore,2,3,0,2,29,0,0,FALSE,1,0,1,1,330803,0
samsung,12,30,Indore,3,8,1,5,223,10,97,FALSE,0,0,1,0,425588,0
huawei,12,30,NCR,3,5,2,1,12,1,3,TRUE,0,0,1,1,222690,0
apple,12,30,Bangalore,2,3,1,2,16,2,7,FALSE,1,2,1,1,325026,0
xiaomi,12,30,Ahmedabad,2,4,0,1,12,,0,TRUE,0,0,1,0,238514,0
oppo,12,30,Bangalore,0,2,0,1,12,1,3,FALSE,0,0,1,1,320689,0
xiaomi,12,30,,1,1,0,1,12,1,3,FALSE,0,0,1,1,246733,0
oneplus,12,30,Chennai,1,1,0,1,12,1,3,FALSE,1,0,0,1,393817,0
xiaomi,12,30,NCR,1,1,0,1,12,1,3,FALSE,0,0,1,0,471122,0
samsung,12,30,NCR,6,3,0,3,160,1,3,FALSE,1,0,1,1,96403,0
xiaomi,12,30,Bangalore,3,2,0,1,0,1,3,TRUE,0,0,1,1,15291,0
xiaomi,12,30,Varanasi,0,1,0,1,12,1,3,FALSE,0,0,0,1,70725,0
motorola,12,30,Nagpur,1,1,0,1,12,1,3,TRUE,0,0,1,1,247079,0
lenovo,12,30,Bangalore,6,3,0,1,12,1,3,TRUE,0,0,1,1,293178,0
samsung,12,30,Vadodara,1,1,0,1,12,1,3,FALSE,0,0,1,0,48850,0
google,12,30,Bangalore,0,8,1,6,240,10,233,FALSE,0,0,1,1,128800,0
samsung,12,30,Mumbai,4,1,0,1,12,0,0,TRUE,0,0,1,0,288186,0
huawei,12,30,Mumbai,2,2,0,1,12,,0,FALSE,0,0,0,1,88332,0
xiaomi,12,30,Bangalore,0,2,1,1,12,0,0,TRUE,0,0,1,1,279854,0
apple,12,30,Vadodara,2,1,0,1,12,0,0,FALSE,0,0,1,1,57445,0
xiaomi,12,30,Nalgonda,1,3,1,1,12,2,3,TRUE,1,0,1,1,26765,0
xiaomi,12,30,Ahmedabad,0,3,0,1,12,1,3,FALSE,0,0,1,1,354796,0
apple,12,30,Kochi,1,2,0,1,12,0,0,FALSE,0,0,1,1,414102,0
apple,12,30,Jalgaon/ Aurangabad,1,1,0,1,12,0,0,FALSE,0,0,1,1,262305,0
samsung,12,30,NCR,2,1,0,1,12,0,0,FALSE,0,0,1,1,122184,0
samsung,12,30,NCR,5,3,0,2,32,1,3,FALSE,0,0,1,1,115737,0
vivo,12,30,Secunderabad,1,1,0,1,12,1,3,FALSE,0,0,1,1,283778,0
vivo,12,30,NCR,1,1,0,1,12,0,0,TRUE,0,0,1,1,51714,0
samsung,12,30,Pune,1,1,0,1,12,,0,TRUE,,,1,1,29585,0
realme,12,30,Ambala Cantt/Secunderabad,5,1,0,1,12,0,0,FALSE,0,0,1,1,319299,0
realme,12,30,Bhubaneshwar,3,2,1,1,12,0,0,FALSE,0,0,1,1,162565,0
samsung,12,30,Mumbai,6,1,0,1,12,0,0,FALSE,0,0,1,1,45802,0
oppo,12,30,Hyderabad,6,5,3,1,12,1,3,FALSE,0,0,1,0,186897,0
xiaomi,12,30,Rajkot,0,2,0,1,12,1,3,TRUE,0,0,1,1,96113,0
oneplus,12,30,Pune,2,2,0,1,12,,0,FALSE,0,0,0,0,480050,0
oppo,12,30,NCR,1,2,0,1,12,1,3,FALSE,0,0,1,1,445006,0
xiaomi,12,30,NCR,1,1,0,1,12,0,0,FALSE,0,0,1,1,470248,0
xiaomi,12,30,Mumbai,1,3,1,1,12,1,3,FALSE,0,0,1,1,367664,0
realme,12,30,Khandwa,6,1,0,1,12,1,3,FALSE,0,0,1,1,47625,0
oneplus,12,30,Vishakapatnam,3,2,0,2,36,3,23,FALSE,0,1,1,1,396826,0
oneplus,12,30,NCR,2,1,0,1,12,1,3,FALSE,0,0,1,1,46142,0
samsung,12,30,NCR,2,2,0,2,83,3,23,FALSE,0,1,1,1,484008,0
huawei,12,30,Mumbai,1,1,0,1,12,0,0,FALSE,0,0,1,0,385895,0
xiaomi,12,30,Chennai,2,1,0,1,12,1,3,FALSE,0,0,1,1,359641,0
hmd global,12,30,,4,1,0,1,12,0,0,FALSE,0,0,1,1,54555,0
apple,12,30,NCR,3,3,0,2,14,0,0,FALSE,0,0,0,1,259189,0
oneplus,12,30,Hyderabad,3,1,0,1,12,,0,FALSE,1,0,1,0,164875,0
vivo,12,30,Pune,2,1,0,1,12,1,3,TRUE,2,0,1,0,224050,0
samsung,12,30,NCR,3,2,1,1,12,0,0,TRUE,1,0,1,1,386838,0
xiaomi,12,30,Sangli,5,4,0,2,25,2,7,TRUE,0,0,1,1,162171,0
apple,12,30,Bangalore,2,1,0,1,12,1,3,FALSE,0,0,0,1,224575,0
apple,12,30,Rupnagar,2,1,0,1,12,1,3,FALSE,0,1,1,0,417477,0
motorola,12,30,Ahmedabad,1,3,0,3,43,3,23,FALSE,0,1,1,1,224292,0
vivo,12,30,NCR,2,1,0,1,0,1,3,FALSE,0,0,1,1,247806,0
lenovo,12,30,Thrissur,3,4,1,2,36,2,3,TRUE,0,0,1,0,460058,0
xiaomi,12,30,Mumbai,6,2,0,2,13,1,3,TRUE,0,1,1,1,323674,0
realme,12,30,Pune,2,3,1,1,12,,0,TRUE,0,0,1,0,454469,0
realme,12,30,Hyderabad,2,2,0,2,28,3,23,TRUE,0,0,1,1,502859,0
realme,12,30,Bangalore,0,4,0,3,13,2,3,TRUE,0,0,1,1,207067,0
oneplus,12,30,Bangalore,1,6,4,2,112,4,73,FALSE,0,1,1,1,194475,0
sony,12,30,Kanchipuram,1,1,0,1,12,1,3,FALSE,,,1,1,450368,0
oneplus,12,30,Mumbai,3,11,0,4,111,5,43,FALSE,0,0,1,0,251017,0
huawei,12,30,Hyderabad,1,1,0,1,12,1,10,FALSE,0,0,1,1,199391,0
apple,12,30,Madurai,2,2,0,2,39,3,23,FALSE,0,0,1,1,379659,0
samsung,12,30,Mumbai,1,1,0,1,12,0,0,TRUE,0,0,1,1,185939,0
xiaomi,12,30,Bangalore,0,2,0,1,12,0,0,TRUE,2,0,1,1,11894,0
xiaomi,12,30,Bangalore,1,1,0,1,12,2,3,TRUE,1,0,1,0,407937,0
motorola,12,30,Chennai,2,2,0,2,69,3,23,FALSE,0,1,1,1,97714,0
realme,12,30,Pune,0,2,0,1,12,1,3,TRUE,0,0,0,1,63445,0
apple,13,30,,5,1,0,1,13,0,0,FALSE,0,0,1,1,5086,0
apple,13,30,Vadodara,5,2,0,2,44,3,23,FALSE,1,0,1,0,101850,0
vivo,13,30,Nadiad,3,1,0,1,13,,0,FALSE,0,0,1,1,46974,0
xiaomi,13,30,Hyderabad,2,3,0,2,47,0,33,TRUE,3,2,1,1,22551,0
xiaomi,13,30,Mumbai,10,6,1,4,96,5,43,FALSE,2,0,1,1,417818,0
xiaomi,13,30,Aurangabad,1,2,1,1,13,0,0,TRUE,0,0,1,0,383967,0
apple,13,30,Bangalore,1,4,0,2,69,3,23,FALSE,0,0,0,1,130715,0
oneplus,13,30,Nagpur,1,1,0,1,13,,0,TRUE,0,0,1,1,343483,0
apple,13,30,Pune,1,2,0,1,13,0,0,FALSE,0,0,1,1,310900,0
oppo,13,30,Solan,0,11,7,2,14,1,3,FALSE,0,0,1,1,173883,0
xiaomi,13,30,Ahmedabad,2,2,0,2,18,0,0,FALSE,0,0,1,1,418013,0
xiaomi,13,30,,1,5,4,1,13,,0,FALSE,0,0,1,1,446360,0
apple,13,30,Ferozepur,2,2,0,1,13,1,3,FALSE,0,0,1,1,91406,0
asus,13,30,Jodhpur,0,5,0,1,13,1,3,FALSE,1,0,1,1,2089,0
lge,13,30,Hyderabad,5,2,0,2,167,2,7,TRUE,1,0,1,1,156383,0
oppo,13,30,Mumbai,2,4,2,2,17,3,7,TRUE,1,0,1,1,47651,0
vivo,13,30,Bhubaneshwar,1,1,0,1,13,0,0,FALSE,0,0,1,1,498385,0
oneplus,13,30,Kolkata,2,2,0,1,13,1,3,FALSE,0,0,1,1,488416,0
oneplus,13,30,Mumbai,1,1,0,1,13,1,3,FALSE,0,0,0,1,429996,0
huawei,13,30,Chennai,1,1,0,1,0,0,0,FALSE,0,0,1,1,98650,0
oneplus,13,30,Bangalore,0,1,0,1,13,0,0,FALSE,0,0,0,0,113818,0
vivo,13,30,NCR,9,1,0,1,13,0,0,FALSE,0,0,1,1,437998,0
oneplus,13,30,Hyderabad,3,1,0,1,13,1,3,FALSE,1,3,1,1,148884,0
huawei,13,30,NCR,4,1,0,1,13,0,0,FALSE,0,0,1,1,97427,0
xiaomi,13,30,Pune,2,1,0,1,13,0,0,TRUE,1,0,0,1,51162,0
apple,13,30,Bangalore,2,1,0,1,13,1,3,FALSE,0,0,1,1,365180,0
samsung,13,30,Tiruvallur,1,1,0,1,13,1,3,TRUE,0,0,1,1,425299,0
hmd global,13,30,Kochi,5,1,0,1,13,,0,TRUE,0,0,1,1,184948,0
vivo,13,30,NCR,1,1,0,1,13,1,3,FALSE,1,1,1,1,22242,0
apple,13,30,NCR,2,3,0,2,67,3,23,FALSE,1,1,1,1,315092,0
xiaomi,13,30,Warangal,8,2,0,2,19,2,7,FALSE,0,0,1,1,324570,0
samsung,13,30,Bangalore,1,2,0,2,0,1,3,FALSE,3,0,1,1,1478,0
samsung,13,30,Chennai,1,3,1,1,13,0,0,TRUE,0,0,1,0,354228,0
apple,13,30,Nashik,1,2,0,2,96,4,73,FALSE,1,0,1,0,90702,0
xiaomi,13,30,Hyderabad,0,3,0,2,26,2,7,FALSE,4,2,1,1,266088,0
realme,13,30,Pune,3,1,0,1,13,,0,TRUE,0,0,1,1,75843,0
apple,13,30,Kochi,0,1,0,1,13,1,3,FALSE,0,0,1,0,88648,0
oneplus,13,30,Bangalore,1,5,1,3,30,1,3,TRUE,0,1,1,1,65776,0
xiaomi,13,30,Lucknow,4,3,0,2,74,3,23,FALSE,0,0,1,0,219354,0
oneplus,13,30,Pune,1,5,2,2,42,3,23,TRUE,0,0,1,1,93296,0
oneplus,13,30,Hyderabad,4,2,1,1,13,1,3,TRUE,0,0,1,0,349197,0
samsung,13,30,Bangalore,2,5,2,1,13,1,3,TRUE,0,0,0,1,103308,0
samsung,13,30,Bangalore,0,10,1,3,82,2,20,FALSE,2,0,1,0,262837,0
apple,13,30,NCR,5,6,0,4,86,4,27,FALSE,0,0,1,1,42812,0
oppo,13,30,Ambala,2,7,1,3,18,2,7,FALSE,0,0,1,0,428240,0
oneplus,13,30,Jodhpur,2,1,0,1,13,1,3,FALSE,0,0,0,1,153924,0
apple,13,30,Bangalore,1,1,0,1,0,1,3,FALSE,0,0,1,1,417971,0
oppo,13,30,Hyderabad,4,3,2,1,13,1,3,FALSE,0,0,1,1,465364,0
samsung,13,30,Bathinda,2,3,0,2,40,0,0,FALSE,0,0,1,1,309822,0
realme,13,30,Mumbai,3,6,3,2,53,3,23,FALSE,2,2,1,1,38315,0
apple,13,30,Hyderabad,1,2,0,1,13,1,3,FALSE,0,0,1,0,39185,0
xiaomi,13,30,Mumbai,2,2,0,2,30,1,3,FALSE,0,0,1,0,102431,0
apple,13,30,NCR,4,3,1,2,47,0,0,FALSE,1,0,0,0,299823,0
oneplus,13,30,Patna,1,1,0,1,13,1,3,FALSE,,,1,1,450809,0
xiaomi,13,30,Mumbai,1,1,0,1,13,1,3,TRUE,0,0,1,1,391391,0
motorola,13,30,NCR,2,1,0,1,13,,0,TRUE,0,0,1,0,148502,0
xiaomi,13,30,Hyderabad,1,2,1,1,13,1,3,TRUE,1,0,1,0,114533,0
oneplus,13,30,,4,8,2,3,30,1,3,FALSE,0,1,1,1,349206,0
oneplus,13,30,Mumbai,1,2,0,1,13,1,3,FALSE,0,0,1,1,6827,0
oneplus,13,30,Pune,4,3,0,3,32,0,0,FALSE,0,0,1,1,59991,0
xiaomi,13,30,Pune,3,1,0,1,13,0,0,TRUE,0,0,1,0,126087,0
xiaomi,13,30,Bangalore,3,2,0,2,80,2,7,TRUE,0,0,1,1,416920,0
sony,13,30,NCR,0,1,0,1,13,0,0,TRUE,0,0,1,1,364174,0
oneplus,13,30,NCR,0,1,0,1,0,,0,FALSE,0,0,1,1,85685,0
vivo,13,30,Jabalpur,3,2,1,1,13,1,3,FALSE,0,0,1,1,464931,0
xiaomi,13,30,,4,1,0,1,13,0,0,FALSE,0,0,1,1,165622,0
vivo,13,30,Vijayawada,1,1,0,1,13,1,3,TRUE,1,1,1,1,163880,0
apple,13,30,Hyderabad,1,2,0,2,80,0,0,FALSE,0,0,1,1,500425,0
oneplus,13,30,NCR,4,2,0,2,34,3,23,TRUE,0,0,1,0,348849,0
oppo,13,30,Nagpur,2,1,0,1,13,0,0,FALSE,0,0,1,1,410297,0
samsung,13,30,Ahmedabad,4,3,0,2,96,4,73,TRUE,0,0,1,1,238388,0
apple,13,30,Coimbatore,1,1,0,1,13,,0,FALSE,0,0,1,0,364254,0
vivo,13,30,,2,1,0,1,13,0,0,FALSE,0,1,1,1,58396,0
realme,13,30,Sangli,0,3,0,2,23,2,7,FALSE,0,1,0,1,356662,0
apple,13,30,Surat,2,2,0,2,52,2,3,FALSE,0,0,0,1,108275,0
xiaomi,13,30,Mumbai,0,7,2,1,13,1,3,FALSE,0,0,1,1,184426,0
xiaomi,13,30,Pune,2,4,1,2,43,3,23,FALSE,0,0,1,1,170647,0
oneplus,13,30,Bangalore,0,2,0,1,13,,0,FALSE,0,0,0,0,503204,0
xiaomi,13,30,NCR,1,4,0,2,25,2,7,FALSE,0,0,1,0,146065,0
oppo,13,30,NCR,3,2,0,2,30,0,0,TRUE,0,0,1,1,262572,0
lenovo,13,30,Surat,2,2,0,1,13,1,3,TRUE,0,0,1,1,427585,0
oneplus,13,30,Mumbai,2,2,0,2,27,,0,FALSE,0,0,1,1,181684,0
realme,13,30,Bilaspur,2,5,1,2,40,3,23,TRUE,0,0,1,1,361209,0
apple,13,30,Bangalore,3,1,0,1,13,1,3,FALSE,1,0,1,1,38984,0
apple,13,30,NCR,0,12,4,6,55,5,17,TRUE,0,1,1,1,378486,0
xiaomi,13,30,Hyderabad,3,3,0,2,30,1,3,TRUE,1,1,1,1,220404,0
motorola,13,30,Bangalore,1,2,0,1,13,1,3,TRUE,1,1,1,1,70351,0
samsung,13,30,Hyderabad,0,1,0,1,13,1,3,TRUE,0,0,1,0,298458,0
xiaomi,13,30,,1,1,0,1,13,0,0,FALSE,0,0,1,1,78988,0
xiaomi,13,30,Surat,3,1,0,1,13,1,3,FALSE,1,0,1,1,4221,0
oneplus,13,30,Mumbai,1,2,1,1,13,1,3,TRUE,0,0,1,1,184991,0
samsung,13,30,Kanchipuram,4,1,0,1,13,0,0,FALSE,0,0,1,1,448108,0
samsung,13,30,Bangalore,0,3,0,3,0,4,10,TRUE,0,0,1,1,25339,0
vivo,13,30,Ahmedabad,2,1,0,1,13,1,3,FALSE,0,0,1,1,467874,0
xiaomi,13,30,Mumbai,1,1,0,1,13,2,3,TRUE,0,0,1,1,187974,0
apple,13,30,Dehradun,2,5,1,4,47,4,27,FALSE,0,0,1,1,78449,0
xiaomi,13,30,Mumbai,3,2,0,2,27,0,0,TRUE,0,0,1,1,179467,0
samsung,13,30,Jaipur,10,1,0,1,13,0,0,FALSE,0,0,1,0,30508,0
oneplus,13,30,NCR,2,1,0,1,0,0,0,FALSE,,,0,1,82927,0
apple,13,30,Bangalore,2,2,0,2,14,1,3,FALSE,1,0,1,0,471429,0
samsung,13,30,Madurai,1,1,0,1,13,,0,FALSE,0,0,1,1,187750,0
apple,13,30,NCR,5,2,0,1,13,1,3,FALSE,0,0,1,1,456133,0
samsung,13,30,Jaipur,3,3,1,2,27,1,3,FALSE,0,2,1,1,17171,0
oneplus,13,30,Mumbai,2,4,2,2,15,1,3,FALSE,0,0,1,1,443216,0
samsung,13,30,Nellore,5,2,0,1,13,0,0,TRUE,0,0,1,0,36334,0
coolpad,13,30,NCR,5,2,0,2,16,2,7,TRUE,1,0,1,1,212997,0
apple,13,30,NCR,10,4,0,3,45,4,27,FALSE,0,0,1,1,31056,0
realme,13,30,NCR,2,3,0,1,0,1,3,TRUE,1,2,1,1,285227,0
apple,13,30,Bangalore,5,5,1,2,18,1,3,FALSE,0,0,1,1,257607,0
realme,13,30,Bangalore,3,2,0,2,68,0,0,TRUE,2,0,1,1,97867,0
oneplus,13,30,Bangalore,1,1,0,1,13,0,0,TRUE,1,0,1,1,362402,0
vivo,13,30,Chennai,4,1,0,1,13,,0,FALSE,0,0,1,1,292933,0
motorola,13,30,Bangalore,1,1,0,1,13,1,3,FALSE,0,1,1,1,248966,0
realme,13,30,NCR,2,4,2,1,0,1,3,FALSE,0,0,1,1,304772,0
asus,13,30,Mangalore,1,1,0,1,13,1,3,TRUE,0,0,1,1,428659,0
motorola,13,30,Bangalore,4,6,1,2,20,3,7,TRUE,4,0,1,0,489042,0
xiaomi,14,30,Azamgarh,2,1,0,1,14,1,3,FALSE,0,0,1,1,135482,0
xiaomi,14,30,,2,1,0,1,14,,0,FALSE,1,0,1,1,229515,0
realme,14,30,Mumbai,1,2,0,1,14,1,3,FALSE,1,1,1,1,65157,0
samsung,14,30,Thoothukudi,0,1,0,1,14,1,3,TRUE,0,0,1,1,393341,0
xiaomi,14,30,Bhubaneshwar,2,1,0,1,14,0,0,FALSE,0,0,1,1,399168,0
apple,14,30,Warangal,1,4,0,1,14,0,0,FALSE,0,0,1,1,262782,0
apple,14,30,NCR,4,3,1,2,32,3,23,FALSE,0,0,1,1,482571,0
oneplus,14,30,Chikmagalur,1,1,0,1,14,2,3,TRUE,0,0,1,1,377463,0
vivo,14,30,Hyderabad,2,5,1,2,314,5,190,FALSE,0,0,1,1,492934,0
oneplus,14,30,Bangalore,3,1,0,1,14,1,3,FALSE,0,0,1,1,495678,0
samsung,14,30,Thrissur,2,3,0,2,81,4,73,FALSE,1,0,1,0,165719,0
samsung,14,30,Bangalore,6,5,0,5,55,5,17,FALSE,0,0,1,1,83022,0
samsung,14,30,Ahmedabad,3,3,0,3,31,,0,TRUE,0,0,1,0,475122,0
realme,14,30,Rajkot,1,3,1,1,14,1,3,TRUE,0,0,1,0,155046,0
vivo,14,30,Hyderabad,4,4,1,1,14,1,3,FALSE,0,0,0,1,156563,0
oppo,14,30,Sonipat,1,1,0,1,14,0,0,TRUE,0,0,1,1,97247,0
samsung,14,30,,0,2,0,1,14,2,3,FALSE,2,0,1,1,39700,0
oneplus,14,30,Mumbai,2,2,0,2,20,2,7,FALSE,0,0,1,1,346565,0
xiaomi,14,30,Hyderabad,4,2,1,1,14,0,0,FALSE,0,0,1,1,114285,0
xiaomi,14,30,Ahmedabad,0,4,1,1,14,1,3,FALSE,0,0,1,1,121942,0
vivo,14,30,Pune,0,7,0,3,97,,0,FALSE,0,0,1,1,343643,0
xiaomi,14,30,Bangalore,2,1,0,1,14,0,0,TRUE,1,0,1,1,414554,0
xiaomi,14,30,Jaipur,0,1,0,1,14,1,3,FALSE,0,0,0,0,440241,0
xiaomi,14,30,Amritsar,3,3,0,2,13,2,7,TRUE,0,0,1,1,370767,0
apple,14,30,NCR,1,1,0,1,14,1,3,TRUE,0,0,1,1,402160,0
oneplus,14,30,Kochi,0,4,0,4,44,4,23,TRUE,0,0,1,1,420832,0
apple,14,30,Pune,1,2,0,2,33,1,0,TRUE,0,0,1,1,456002,0
oneplus,14,30,Bangalore,1,1,0,1,0,0,0,TRUE,0,0,0,0,18627,0
vivo,14,30,,2,1,0,1,14,1,3,FALSE,1,0,1,0,54004,0
oneplus,14,30,Kanchipuram,11,3,0,3,65,5,43,FALSE,0,0,1,1,4886,0
vivo,14,30,NCR,9,3,0,1,14,1,3,FALSE,0,0,1,0,47659,0
xiaomi,14,30,Gandhinagar,0,1,0,1,14,,0,TRUE,1,0,1,1,414683,0
realme,14,30,NCR,9,2,0,2,17,1,3,TRUE,1,1,1,1,427088,0
apple,14,30,Hyderabad,2,1,0,1,14,0,0,FALSE,0,0,1,1,47865,0
xiaomi,14,30,Valsad,2,4,0,3,91,5,90,TRUE,1,0,1,1,377249,0
vivo,14,30,Hyderabad,2,2,1,1,14,1,3,FALSE,2,0,1,1,155809,0
samsung,14,30,Surat,5,2,0,1,0,1,3,TRUE,0,0,1,1,176409,0
samsung,14,30,Kanchipuram,4,4,2,2,16,0,0,TRUE,0,0,1,1,150880,0
apple,14,30,Hyderabad,1,2,0,2,38,,0,FALSE,0,0,1,1,424167,0
xiaomi,14,30,Mumbai,0,2,0,1,14,0,0,TRUE,0,0,1,1,300034,0
vivo,14,30,Bangalore,3,4,0,4,166,6,47,FALSE,0,0,1,0,155230,0
xiaomi,14,30,Bangalore,1,3,0,3,84,2,20,FALSE,1,0,1,1,125573,0
xiaomi,14,30,Amravati,2,1,0,1,14,0,0,TRUE,0,0,1,0,353093,0
xiaomi,14,30,Mumbai,0,2,1,1,14,,0,TRUE,0,0,1,0,75114,0
oneplus,14,30,Bangalore,0,1,0,1,14,1,3,TRUE,3,0,0,0,101575,0
apple,14,30,Bangalore,2,2,0,2,19,2,7,FALSE,0,0,1,1,199863,0
apple,14,30,Hyderabad,1,4,1,2,16,0,0,FALSE,0,0,0,1,240187,0
oppo,14,30,NCR,5,2,0,1,14,1,3,FALSE,0,0,1,1,315177,0
apple,14,30,Vijayawada,1,2,0,1,14,1,3,TRUE,0,0,1,1,397550,0
motorola,14,30,Mahesana,2,2,0,2,25,2,7,FALSE,0,2,1,1,323008,0
vivo,14,30,Bangalore,1,1,0,1,14,0,0,FALSE,0,0,1,1,420779,0
apple,14,30,NCR,2,2,0,2,20,2,7,FALSE,0,0,1,1,259213,0
realme,14,30,Hyderabad,5,3,1,1,14,1,3,FALSE,1,0,1,1,145283,0
xiaomi,14,30,Pune,1,1,0,1,14,1,3,TRUE,0,0,1,1,252633,0
xiaomi,14,30,Bangalore,3,1,0,1,14,0,0,TRUE,0,0,1,1,48608,0
samsung,14,30,Ludhiana,0,1,0,1,14,0,0,TRUE,0,0,1,0,58741,0
oneplus,14,30,Amravati,3,3,0,1,14,0,0,FALSE,0,0,0,1,195203,0
oneplus,14,30,NCR,2,1,0,1,14,0,0,FALSE,0,0,1,1,286094,0
realme,14,30,Mumbai,1,4,1,1,14,1,3,TRUE,1,0,1,1,33313,0
apple,14,30,Ahmedabad,4,3,1,2,17,0,0,FALSE,0,0,1,1,97001,0
apple,14,30,Bangalore,2,4,0,3,97,5,77,FALSE,0,0,0,1,63920,0
oneplus,14,30,Mumbai,4,5,2,1,14,1,3,FALSE,0,1,0,0,157762,0
xiaomi,15,30,Bangalore,1,6,2,3,57,5,43,TRUE,5,1,1,0,441510,0
xiaomi,15,30,Bangalore,1,1,0,1,15,1,3,TRUE,0,0,0,1,292563,0
realme,15,30,Bangalore,2,9,0,2,33,1,0,TRUE,0,0,1,1,431647,0
apple,15,30,Ahmedabad,0,1,0,1,15,0,0,FALSE,0,0,1,1,201965,0
xiaomi,15,30,Chennai,1,3,1,1,15,1,3,TRUE,0,0,1,1,376976,0
samsung,15,30,Hyderabad,3,1,0,1,15,1,3,FALSE,1,0,1,1,310204,0
samsung,15,30,,1,1,0,1,15,1,3,TRUE,0,1,1,1,20404,0
vivo,15,30,NCR,2,2,0,1,15,0,0,TRUE,0,0,1,1,503231,0
motorola,15,30,Chennai,3,6,0,2,89,4,73,FALSE,0,0,1,1,424612,0
vivo,15,30,Thiruvananthapuram,1,2,0,2,20,1,3,FALSE,,,1,1,386396,0
oneplus,15,30,Pune,1,2,1,1,15,1,3,TRUE,1,0,1,1,200925,0
vivo,15,30,Chennai,10,2,0,2,89,4,73,FALSE,0,0,1,1,433931,0
samsung,15,30,Mumbai,1,2,0,2,82,4,73,FALSE,0,0,0,0,48346,0
vivo,15,30,Dibrugarh,1,3,0,2,31,1,3,FALSE,1,0,1,1,82290,0
infinix mobility limited,15,30,Coimbatore,0,2,0,1,15,2,3,TRUE,0,0,1,1,427959,0
oneplus,15,30,Tiruppur,2,8,0,2,65,3,23,FALSE,1,0,1,1,15699,0
xiaomi,15,30,NCR,4,1,0,1,15,1,3,FALSE,1,0,1,1,239024,0
realme,15,30,Mumbai,1,11,3,8,75,6,33,TRUE,0,2,1,1,459487,0
vivo,15,30,Mumbai,4,5,3,1,15,,0,FALSE,0,0,1,1,392914,0
vivo,15,30,NCR,0,3,0,1,15,1,3,FALSE,1,1,1,1,398656,0
realme,15,30,NCR,6,1,0,1,15,1,3,FALSE,1,0,1,0,208572,0
samsung,15,30,Kochi,1,1,0,1,15,1,3,FALSE,0,0,1,1,346296,0
xiaomi,15,30,NCR,2,1,0,1,15,0,0,FALSE,0,0,1,1,45692,0
xiaomi,15,30,Kanpur,1,1,0,1,15,,0,TRUE,0,0,1,1,119551,0
oppo,15,30,Kolkata,1,1,0,1,15,1,3,FALSE,1,1,1,1,503521,0
xiaomi,15,30,Bangalore,1,2,0,2,17,0,0,TRUE,0,0,1,0,156085,0
oneplus,15,30,Indore,0,1,0,1,15,2,7,FALSE,0,0,1,1,225820,0
samsung,15,30,Mumbai,2,1,0,1,15,0,0,FALSE,0,0,1,1,65918,0
apple,15,30,Ahmedabad,4,4,1,1,15,0,0,FALSE,0,0,1,1,157826,0
hmd global,15,30,Mumbai,3,3,2,1,15,1,3,TRUE,0,0,0,1,263116,0
apple,15,30,Kozhikode,2,2,0,1,15,0,17,FALSE,0,0,1,0,455310,0
realme,15,30,Hyderabad,1,2,0,2,21,2,3,TRUE,0,0,1,0,462587,0
apple,15,30,Mumbai,1,2,0,2,45,1,3,FALSE,0,0,1,1,155129,0
hmd global,15,30,Bangalore,3,5,1,3,96,2,7,TRUE,0,0,1,1,27950,0
apple,15,30,NCR,0,1,0,1,15,1,3,TRUE,0,0,1,1,414208,0
hmd global,15,30,Kurnool,1,2,0,2,21,0,0,TRUE,0,0,1,1,420538,0
realme,15,30,Hyderabad,1,1,0,1,15,1,3,TRUE,1,1,1,1,32914,0
samsung,15,30,Hyderabad,2,1,0,1,15,1,3,FALSE,0,0,1,1,105457,0
xiaomi,15,30,Bangalore,3,6,1,4,198,7,143,FALSE,0,0,1,1,449605,0
xiaomi,15,30,NCR,1,1,0,1,15,1,3,FALSE,0,0,1,1,419966,0
oneplus,15,30,Bangalore,4,6,0,5,91,4,77,FALSE,0,0,1,1,338454,0
asus,15,30,Chennai,1,2,0,1,15,0,0,TRUE,0,0,1,1,374485,0
